transaction_id,amount,transaction_type,merchant_category,customer_age,card_type,country,hour,device,is_fraud
TXN102703,,POS,grocry,3.0,credit,India,-4,POS,1
TXN102704,abc,pos,electronics,,credit,canada,-2,mobile,0
TXN102705,abc,pos,entertainment,91.0,CREDIT,UAE,-4,,0
TXN102706,abc,ATM,Travel,5.0,debit,Canada,27,POS,1
TXN102707,7971.71,ONLINE,electronics,64.0,credit,Canada,3,POS,1
TXN102708,9763.23,Online,Travel,,CREDIT,canada,-5,mobile,1
TXN102709,993.22,pos,Electronics,4.0,CREDIT,canada,-5,POS,1
TXN102710,9283.26,ATM,travel,6.0,Credit,India,17,POS,1
TXN102711,13857.37,ONLINE,Travel,46.0,CREDIT,Canada,30,web,1
TXN102712,606.63,ATM,Electronics,3.0,debit,usa,29,,1
TXN102713,,pos,entertainment,,Credit,India,20,,0
TXN102714,,pos,entertainment,66.0,Debit,India,3,,1
TXN102715,5902.76,ATM,Electronics,,Credit,Canada,26,mobile,1
TXN102716,abc,ONLINE,travel,9.0,CREDIT,India,2,mobile,1
TXN102717,8471.56,online,Electronics,3.0,debit,UAE,-3,,1
TXN102718,,ONLINE,entertainment,,Credit,usa,30,POS,0
TXN102719,,pos,Travel,5.0,CREDIT,UAE,29,,1
TXN102720,14431.56,Online,groceries,,Credit,india,12,,1
TXN102721,8966.26,online,travel,,Credit,canada,4,web,1
TXN102722,,ONLINE,groceries,,CREDIT,usa,20,POS,0
TXN102723,1280.58,Online,grocry,,Credit,canada,13,,0
TXN102724,abc,online,travel,93.0,debit,canada,-4,mobile,0
TXN102725,1146.89,pos,travel,51.0,debit,canada,29,mobile,0
TXN102726,278.07,ONLINE,food,55.0,debit,india,25,,0
TXN102727,,Online,travel,,debit,UAE,-1,,0
TXN102728,7208.49,online,food,87.0,Credit,India,-1,POS,1
TXN102729,1115.09,POS,grocry,69.0,debit,UK,19,web,0
TXN102730,abc,ATM,groceries,,credit,india,17,web,0
TXN102731,1165.42,ONLINE,entertainment,90.0,credit,UK,18,POS,0
TXN102732,10789.9,online,electronics,86.0,Credit,USA,30,POS,1
TXN102733,,pos,groceries,,Credit,Canada,1,,1
TXN102734,14868.52,ONLINE,grocry,10.0,credit,India,22,web,1
TXN102735,11003.54,Online,Electronics,50.0,Credit,UAE,-2,web,1
TXN102736,10918.71,ATM,Travel,9.0,Credit,USA,-2,mobile,1
TXN102737,9114.65,Online,groceries,85.0,credit,india,-1,mobile,1
TXN102738,abc,online,electronics,,Credit,usa,-1,POS,0
TXN102739,9705.2,pos,grocry,62.0,debit,india,22,POS,1
TXN102740,abc,pos,food,,CREDIT,india,-2,mobile,0
TXN102741,,ATM,groceries,92.0,credit,UK,24,mobile,0
TXN102742,10167.58,pos,electronics,93.0,credit,india,-1,mobile,1
TXN102743,abc,POS,entertainment,,Debit,india,25,mobile,0
TXN102744,643.89,POS,Travel,27.0,Credit,Canada,-2,web,0
TXN102745,13791.87,pos,Electronics,94.0,Credit,Canada,24,,1
TXN102746,,Online,travel,63.0,CREDIT,UAE,-3,POS,0
TXN102747,,POS,groceries,35.0,Debit,canada,24,POS,0
TXN102748,abc,pos,entertainment,,credit,USA,30,POS,0
TXN102749,,pos,grocry,77.0,CREDIT,usa,-2,,0
TXN102750,960.5,POS,electronics,,debit,usa,28,mobile,0
TXN102751,10063.01,Online,food,33.0,credit,india,27,,1
TXN102752,14129.1,POS,Travel,69.0,Debit,UK,-5,,1
TXN102753,abc,ATM,electronics,34.0,Debit,canada,0,POS,1
TXN102754,abc,ONLINE,Electronics,85.0,Credit,UAE,24,POS,0
TXN102755,,online,entertainment,91.0,CREDIT,usa,8,mobile,0
TXN102756,,ONLINE,food,20.0,credit,canada,27,,0
TXN102757,9111.24,Online,Travel,,Credit,india,-1,,1
TXN102758,abc,online,entertainment,,CREDIT,india,-3,,0
TXN102759,14400.2,ATM,entertainment,85.0,Credit,UK,-1,,1
TXN102760,10582.45,ATM,food,92.0,Credit,USA,-5,,1
TXN102761,abc,online,Electronics,,debit,UAE,11,,0
TXN102762,,pos,entertainment,8.0,CREDIT,USA,25,,1
TXN102763,240.14,ATM,travel,31.0,debit,canada,14,,0
TXN102764,abc,Online,grocry,43.0,CREDIT,india,13,POS,0
TXN102765,,POS,electronics,1.0,debit,USA,26,POS,1
TXN102766,,online,Electronics,,Credit,usa,30,mobile,0
TXN102767,,POS,food,43.0,CREDIT,India,23,mobile,0
TXN102768,abc,Online,Travel,,credit,UAE,26,mobile,0
TXN102769,363.44,ONLINE,entertainment,3.0,debit,UAE,-1,POS,1
TXN102770,,online,Travel,25.0,CREDIT,Canada,15,,0
TXN102771,,pos,entertainment,74.0,Credit,India,28,,0
TXN102772,abc,pos,food,3.0,CREDIT,canada,27,web,1
TXN102773,abc,online,entertainment,92.0,credit,India,26,POS,0
TXN102774,13351.11,POS,Electronics,35.0,credit,UAE,13,POS,1
TXN102775,abc,ATM,food,,CREDIT,India,25,POS,0
TXN102776,1354.91,ATM,grocry,86.0,Debit,usa,-1,mobile,0
TXN102777,925.06,pos,travel,33.0,Credit,canada,27,web,0
TXN102778,17.39,ONLINE,groceries,39.0,CREDIT,USA,26,mobile,0
TXN102779,513.17,ATM,groceries,88.0,Debit,canada,24,web,0
TXN102780,1442.34,online,food,94.0,debit,USA,-5,,0
TXN102781,abc,Online,grocry,6.0,debit,UK,-2,,1
TXN102782,abc,pos,Travel,,credit,UK,0,POS,1
TXN102783,abc,POS,grocry,91.0,debit,usa,26,,0
TXN102784,5573.4,pos,food,91.0,CREDIT,USA,25,,1
TXN102785,6900.3,Online,Electronics,87.0,Debit,UAE,12,,1
TXN102786,abc,ONLINE,entertainment,,credit,USA,30,web,0
TXN102787,867.03,pos,Electronics,95.0,Credit,UAE,26,,0
TXN102788,6249.84,online,food,,Debit,India,29,,1
TXN102789,,ATM,electronics,4.0,credit,UK,-3,mobile,1
TXN102790,abc,ONLINE,entertainment,9.0,Credit,USA,2,mobile,1
TXN102791,abc,online,electronics,95.0,CREDIT,UAE,7,POS,0
TXN102792,abc,ATM,Electronics,2.0,Credit,India,30,,1
TXN102793,,pos,groceries,,CREDIT,UAE,15,mobile,0
TXN102794,abc,online,Electronics,,Debit,UK,12,,0
TXN102795,abc,ATM,Electronics,5.0,CREDIT,India,18,web,1
TXN102796,,POS,entertainment,,CREDIT,Canada,14,mobile,0
TXN102797,abc,Online,grocry,93.0,debit,USA,25,web,0
TXN102798,,pos,travel,95.0,debit,Canada,30,web,0
TXN102799,abc,POS,entertainment,7.0,Debit,UK,16,mobile,1
TXN102800,abc,ONLINE,food,,Debit,india,-2,,0
TXN102801,,Online,food,88.0,Debit,india,30,web,0
TXN102802,abc,ATM,entertainment,95.0,credit,usa,19,,0
TXN102803,,ATM,Electronics,91.0,CREDIT,UAE,21,,0
TXN102804,11316.63,online,groceries,53.0,credit,india,-1,,1
TXN102805,abc,online,Travel,94.0,credit,india,28,,0
TXN102806,670.73,ATM,groceries,95.0,Debit,UAE,25,web,0
TXN102807,abc,ATM,food,6.0,Debit,india,16,POS,1
TXN102808,,Online,Travel,3.0,CREDIT,India,-3,,1
TXN102809,,POS,entertainment,,CREDIT,UAE,25,mobile,0
TXN102810,,pos,grocry,,credit,UK,-5,mobile,0
TXN102811,1410.85,POS,travel,,CREDIT,UAE,4,web,1
TXN102812,,POS,Electronics,1.0,CREDIT,India,26,web,1
TXN102813,,ATM,food,49.0,debit,usa,-5,web,0
TXN102814,abc,POS,food,35.0,Credit,canada,28,,0
TXN102815,9048.84,online,food,,CREDIT,india,7,,1
TXN102816,abc,POS,food,,Credit,canada,4,POS,1
TXN102817,1019.84,POS,entertainment,73.0,credit,India,23,,0
TXN102818,14936.02,pos,food,3.0,Debit,Canada,-1,,1
TXN102819,abc,ONLINE,groceries,,Debit,usa,29,web,0
TXN102820,1461.06,online,electronics,54.0,Credit,UK,12,,0
TXN102821,9206.92,online,Electronics,93.0,credit,Canada,24,web,1
TXN102822,abc,Online,Travel,,credit,UAE,26,,0
TXN102823,abc,ONLINE,electronics,,credit,canada,30,web,0
TXN102824,10469.38,pos,Electronics,4.0,Debit,UAE,16,POS,1
TXN102825,,ONLINE,entertainment,91.0,debit,india,-3,POS,0
TXN102826,11844.48,online,groceries,93.0,credit,USA,-2,POS,1
TXN102827,1229.14,ATM,Travel,52.0,CREDIT,USA,28,,0
TXN102828,,pos,entertainment,,debit,usa,27,,0
TXN102829,,ATM,travel,6.0,Credit,india,26,,1
TXN102830,,pos,electronics,27.0,Debit,usa,11,,0
TXN102831,,Online,travel,1.0,credit,india,0,POS,1
TXN102832,712.49,pos,entertainment,10.0,Debit,usa,-3,,1
TXN102833,,online,Travel,55.0,debit,india,-4,POS,0
TXN102834,abc,pos,entertainment,93.0,CREDIT,UAE,24,,0
TXN102835,abc,ATM,food,88.0,Credit,Canada,-3,,0
TXN102836,9385.88,online,electronics,,debit,Canada,30,mobile,1
TXN102837,,ONLINE,Travel,10.0,Credit,UK,19,mobile,1
TXN102838,abc,ONLINE,grocry,91.0,Debit,Canada,26,,0
TXN102839,abc,Online,travel,,credit,UK,6,mobile,0
TXN102840,abc,Online,Electronics,,CREDIT,USA,18,,0
TXN102841,,online,entertainment,95.0,debit,UK,-2,,0
TXN102842,,POS,Electronics,,debit,canada,27,,0
TXN102843,abc,ONLINE,groceries,95.0,CREDIT,Canada,27,web,0
TXN102844,902.9,ATM,grocry,8.0,Credit,UK,-3,,1
TXN102845,7896.49,online,Travel,57.0,CREDIT,canada,-5,,1
TXN102846,,Online,travel,69.0,Debit,UAE,28,,0
TXN102847,abc,Online,groceries,91.0,Debit,UAE,4,,1
TXN102848,,ATM,groceries,40.0,debit,canada,14,,0
TXN102849,8881.27,pos,entertainment,,Debit,Canada,28,web,1
TXN102850,14785.24,ONLINE,grocry,,Credit,USA,13,,1
TXN102851,,pos,travel,,Debit,usa,13,,0
TXN102852,,online,food,90.0,Debit,Canada,-4,POS,0
TXN102853,,POS,electronics,40.0,Credit,Canada,29,,0
TXN102854,abc,ONLINE,entertainment,,Debit,india,11,mobile,0
TXN102855,791.96,online,travel,,CREDIT,India,3,,1
TXN102856,1008.32,online,Travel,,debit,usa,24,POS,0
TXN102857,663.47,online,groceries,90.0,credit,UK,-2,,0
TXN102858,,ONLINE,travel,,CREDIT,USA,30,,0
TXN102859,abc,POS,electronics,89.0,CREDIT,usa,28,web,0
TXN102860,abc,ATM,electronics,,debit,India,21,mobile,0
TXN102861,393.48,ONLINE,food,49.0,CREDIT,USA,21,,0
TXN102862,,Online,grocry,49.0,debit,canada,17,mobile,0
TXN102863,abc,POS,grocry,61.0,CREDIT,USA,-2,POS,0
TXN102864,8850.55,ONLINE,entertainment,87.0,Credit,canada,-4,,1
TXN102865,8946.62,pos,Travel,95.0,debit,india,11,,1
TXN102866,,online,entertainment,4.0,credit,Canada,15,POS,1
TXN102867,262.87,ONLINE,travel,91.0,credit,india,8,,0
TXN102868,14685.46,pos,food,89.0,CREDIT,usa,21,web,1
TXN102869,1398.38,ONLINE,entertainment,71.0,Debit,India,17,,0
TXN102870,8252.63,ONLINE,electronics,,credit,UAE,-5,POS,1
TXN102871,1268.06,Online,food,88.0,Credit,india,-3,,0
TXN102872,,ATM,electronics,88.0,credit,Canada,11,,0
TXN102873,7731.7,ATM,Travel,92.0,credit,Canada,28,mobile,1
TXN102874,7738.7,ATM,groceries,46.0,Credit,canada,6,web,1
TXN102875,986.58,ATM,Electronics,7.0,debit,India,7,,1
TXN102876,,ONLINE,food,74.0,Debit,india,27,,0
TXN102877,10835.7,pos,travel,10.0,credit,India,26,,1
TXN102878,,POS,travel,85.0,Credit,canada,27,,0
TXN102879,6867.26,online,food,,debit,USA,10,web,1
TXN102880,10340.12,Online,grocry,59.0,Debit,USA,-2,,1
TXN102881,,Online,groceries,2.0,Debit,Canada,-5,POS,1
TXN102882,11681.5,pos,entertainment,,Credit,india,2,mobile,1
TXN102883,1012.26,pos,food,,CREDIT,USA,9,,0
TXN102884,11530.21,ONLINE,entertainment,10.0,CREDIT,usa,20,,1
TXN102885,5992.99,ONLINE,groceries,79.0,credit,india,-5,,1
TXN102886,1335.56,POS,electronics,63.0,credit,UAE,-3,,0
TXN102887,596.51,pos,Electronics,,Debit,UK,-3,web,0
TXN102888,,online,travel,66.0,Credit,USA,19,POS,0
TXN102889,,Online,food,68.0,Credit,india,-3,,0
TXN102890,12162.67,online,Electronics,28.0,CREDIT,UK,4,web,1
TXN102891,9535.14,ONLINE,travel,2.0,Debit,india,15,mobile,1
TXN102892,abc,ONLINE,travel,47.0,debit,UK,-3,web,0
TXN102893,14869.9,POS,Travel,41.0,CREDIT,Canada,-4,POS,1
TXN102894,,ATM,entertainment,80.0,Credit,usa,24,mobile,0
TXN102895,1191.43,ONLINE,Electronics,86.0,debit,canada,8,mobile,0
TXN102896,5309.94,Online,Travel,1.0,Credit,canada,1,,1
TXN102897,,POS,Electronics,32.0,CREDIT,USA,17,mobile,0
TXN102898,,online,travel,38.0,CREDIT,usa,19,,0
TXN102899,115.04,online,Travel,88.0,Credit,canada,-3,mobile,0
TXN102900,abc,Online,travel,25.0,Credit,UK,16,mobile,0
TXN102901,,online,electronics,10.0,CREDIT,UAE,14,POS,1
TXN102902,872.06,POS,Travel,,Debit,UAE,-3,mobile,0
TXN102903,477.28,POS,Electronics,86.0,credit,usa,25,POS,0
TXN102904,abc,ONLINE,travel,7.0,credit,India,-5,POS,1
TXN102905,143.15,ATM,food,90.0,CREDIT,USA,27,mobile,0
TXN102906,292.12,ATM,grocry,77.0,debit,USA,25,mobile,0
TXN102907,,Online,Electronics,72.0,debit,UK,-4,,0
TXN102908,,ONLINE,groceries,19.0,CREDIT,india,4,,1
TXN102909,abc,online,grocry,88.0,Credit,india,21,POS,0
TXN102910,abc,ATM,food,87.0,Debit,UK,4,,1
TXN102911,13823.08,ATM,grocry,91.0,debit,USA,30,POS,1
TXN102912,12016.93,Online,travel,91.0,Credit,usa,-3,POS,1
TXN102913,286.55,POS,travel,,credit,Canada,20,web,0
TXN102914,716.33,Online,travel,59.0,credit,UAE,30,mobile,0
TXN102915,abc,POS,food,2.0,credit,india,-3,POS,1
TXN102916,13378.14,Online,travel,,Credit,canada,19,,1
TXN102917,abc,Online,grocry,60.0,CREDIT,USA,18,mobile,0
TXN102918,abc,pos,food,92.0,credit,Canada,-1,POS,0
TXN102919,8501.01,pos,grocry,5.0,debit,canada,16,,1
TXN102920,abc,online,food,86.0,CREDIT,USA,25,,0
TXN102921,771.64,pos,groceries,43.0,credit,UK,27,POS,0
TXN102922,13781.97,Online,Electronics,87.0,debit,UAE,15,web,1
TXN102923,,online,food,86.0,credit,India,27,,0
TXN102924,,Online,entertainment,73.0,CREDIT,UK,0,mobile,1
TXN102925,,ONLINE,grocry,41.0,Debit,india,24,POS,0
TXN102926,abc,Online,groceries,90.0,Debit,UAE,30,,0
TXN102927,7953.83,POS,Electronics,,Credit,India,27,mobile,1
TXN102928,6485.88,ONLINE,grocry,2.0,credit,usa,0,POS,1
TXN102929,11763.97,ONLINE,food,89.0,credit,UK,30,web,1
TXN102930,276.13,pos,entertainment,93.0,debit,USA,23,,0
TXN102931,,online,Travel,8.0,debit,UK,-4,,1
TXN102932,282.78,pos,groceries,,credit,Canada,3,,1
TXN102933,8015.96,pos,groceries,95.0,debit,India,17,web,1
TXN102934,abc,POS,electronics,90.0,credit,UAE,-5,web,0
TXN102935,8219.09,Online,travel,53.0,Debit,USA,21,,1
TXN102936,abc,online,electronics,,debit,UK,27,POS,0
TXN102937,abc,POS,travel,6.0,credit,UAE,-2,,1
TXN102938,,Online,Electronics,23.0,debit,usa,-1,web,0
TXN102939,7449.03,ATM,grocry,71.0,Credit,UAE,-1,mobile,1
TXN102940,7149.09,online,food,9.0,credit,USA,9,mobile,1
TXN102941,,Online,travel,87.0,debit,india,-4,POS,0
TXN102942,abc,Online,groceries,,Debit,usa,-5,web,0
TXN102943,1360.26,pos,Travel,48.0,Credit,Canada,24,mobile,0
TXN102944,,pos,travel,91.0,debit,usa,-2,web,0
TXN102945,55.26,ATM,Travel,90.0,debit,UAE,8,mobile,0
TXN102946,,ONLINE,Electronics,1.0,CREDIT,usa,26,,1
TXN102947,82.98,pos,grocry,,CREDIT,india,16,mobile,0
TXN102948,65.1,ONLINE,food,,debit,India,-1,POS,0
TXN102949,abc,pos,electronics,,Credit,Canada,14,web,0
TXN102950,abc,ATM,grocry,9.0,credit,canada,29,POS,1
TXN102951,abc,pos,Travel,1.0,credit,Canada,0,,1
TXN102952,abc,POS,entertainment,72.0,credit,India,24,,0
TXN102953,abc,ONLINE,food,93.0,CREDIT,india,-1,POS,0
TXN102954,11436.33,ONLINE,travel,9.0,Debit,usa,-4,web,1
TXN102955,abc,POS,electronics,92.0,Debit,usa,-3,,0
TXN102956,abc,online,groceries,91.0,Debit,india,30,web,0
TXN102957,,pos,groceries,,debit,UAE,30,,0
TXN102958,1388.22,ONLINE,Electronics,35.0,Debit,usa,-2,web,0
TXN102959,abc,POS,food,,debit,USA,24,mobile,0
TXN102960,13941.28,POS,travel,6.0,credit,UAE,13,,1
TXN102961,,ONLINE,grocry,,Credit,canada,-5,POS,0
TXN102962,,online,travel,,credit,UK,11,POS,0
TXN102963,abc,online,Travel,87.0,debit,India,26,,0
TXN102964,abc,ATM,entertainment,7.0,CREDIT,india,-5,mobile,1
TXN102965,13984.97,online,entertainment,8.0,Debit,UK,-2,,1
TXN102966,abc,Online,food,7.0,debit,canada,24,web,1
TXN102967,abc,ONLINE,electronics,10.0,CREDIT,USA,-2,mobile,1
TXN102968,,POS,travel,26.0,debit,india,18,,0
TXN102969,abc,online,entertainment,3.0,CREDIT,USA,3,POS,1
TXN102970,643.5,POS,electronics,31.0,credit,usa,30,POS,0
TXN102971,10795.17,Online,entertainment,,Debit,UK,8,,1
TXN102972,abc,pos,grocry,94.0,debit,india,1,,1
TXN102973,237.76,ONLINE,food,94.0,credit,usa,20,web,0
TXN102974,846.51,ONLINE,food,,Debit,india,-4,web,0
TXN102975,,ONLINE,travel,93.0,debit,India,-2,,0
TXN102976,8245.04,online,electronics,8.0,credit,UAE,18,,1
TXN102977,abc,ONLINE,Electronics,7.0,CREDIT,india,25,,1
TXN102978,,ATM,entertainment,93.0,Debit,usa,-1,web,0
TXN102979,,pos,food,76.0,CREDIT,USA,14,,0
TXN102980,,ONLINE,electronics,86.0,debit,India,2,mobile,1
TXN102981,432.06,POS,grocry,87.0,Credit,India,-5,POS,0
TXN102982,abc,pos,food,32.0,credit,India,24,mobile,0
TXN102983,abc,pos,travel,7.0,credit,India,15,mobile,1
TXN102984,abc,pos,Electronics,,credit,UAE,7,,0
TXN102985,,ATM,groceries,86.0,Debit,UK,24,,0
TXN102986,14193.39,ATM,travel,18.0,Credit,canada,30,,1
TXN102987,9028.6,ATM,Travel,2.0,CREDIT,USA,8,,1
TXN102988,1068.27,ONLINE,Travel,2.0,credit,usa,28,,1
TXN102989,,POS,Electronics,,Debit,canada,-5,POS,0
TXN102990,abc,POS,electronics,38.0,CREDIT,UK,-3,mobile,0
TXN102991,,online,entertainment,5.0,debit,UAE,26,,1
TXN102992,1241.87,ONLINE,groceries,,CREDIT,Canada,15,,0
TXN102993,abc,online,travel,86.0,CREDIT,UK,19,,0
TXN102994,743.06,ATM,Travel,86.0,credit,India,-1,web,0
TXN102995,,online,travel,,Debit,usa,9,,0
TXN102996,1463.9,POS,groceries,20.0,CREDIT,India,-3,web,0
TXN102997,,POS,food,65.0,CREDIT,india,3,POS,1
TXN102998,,online,grocry,62.0,Debit,USA,27,POS,0
TXN102999,abc,ONLINE,entertainment,,debit,UAE,-2,web,0
TXN103000,11041.12,Online,Electronics,86.0,Credit,USA,20,mobile,1
TXN103001,9524.75,ATM,Travel,8.0,Credit,canada,30,mobile,1
TXN103002,1343.48,Online,groceries,94.0,CREDIT,UAE,28,,0
TXN103003,1483.5,Online,electronics,39.0,Debit,India,13,,0
TXN103004,,ATM,groceries,2.0,credit,canada,22,web,1
TXN103005,abc,pos,grocry,,debit,usa,25,,0
TXN103006,,ATM,Electronics,87.0,Credit,canada,16,mobile,0
TXN103007,abc,ONLINE,groceries,,Debit,india,27,,0
TXN103008,,online,Electronics,58.0,credit,USA,26,POS,0
TXN103009,14923.02,ATM,Electronics,85.0,debit,USA,30,,1
TXN103010,,online,food,10.0,debit,Canada,-5,,1
TXN103011,abc,ATM,Electronics,21.0,Credit,UAE,20,web,0
TXN103012,abc,online,Electronics,18.0,credit,Canada,-3,web,0
TXN103013,1354.84,pos,travel,29.0,debit,UK,-4,mobile,0
TXN103014,8444.74,Online,groceries,93.0,credit,Canada,11,POS,1
TXN103015,239.72,POS,entertainment,85.0,credit,India,28,POS,0
TXN103016,136.25,ONLINE,grocry,,CREDIT,USA,-3,,0
TXN103017,14142.0,Online,electronics,7.0,debit,india,-4,,1
TXN103018,10673.51,ATM,Travel,29.0,debit,USA,-2,mobile,1
TXN103019,661.21,Online,entertainment,31.0,Credit,Canada,17,,0
TXN103020,7871.65,POS,travel,7.0,credit,india,29,POS,1
TXN103021,562.38,ONLINE,groceries,94.0,credit,india,30,mobile,0
TXN103022,,POS,Electronics,1.0,credit,india,4,,1
TXN103023,790.1,ATM,food,18.0,Debit,UK,15,mobile,0
TXN103024,,POS,food,50.0,debit,UK,12,,0
TXN103025,,POS,Electronics,85.0,Credit,UAE,24,,0
TXN103026,6472.34,online,entertainment,2.0,CREDIT,UAE,29,,1
TXN103027,,Online,grocry,,Credit,canada,14,,0
TXN103028,,pos,food,,Debit,usa,5,POS,0
TXN103029,6634.31,pos,travel,42.0,debit,usa,21,web,1
TXN103030,,pos,entertainment,18.0,Debit,USA,26,mobile,0
TXN103031,abc,ATM,travel,34.0,CREDIT,India,-3,,0
TXN103032,11920.51,POS,groceries,29.0,Debit,USA,29,,1
TXN103033,,ATM,travel,,Debit,USA,27,web,0
TXN103034,abc,ATM,Electronics,,Debit,UAE,-3,POS,0
TXN103035,732.48,Online,entertainment,2.0,credit,UAE,21,POS,1
TXN103036,abc,Online,Electronics,2.0,debit,India,26,,1
TXN103037,719.0,pos,travel,92.0,debit,india,-5,,0
TXN103038,14705.24,online,entertainment,91.0,Credit,Canada,-3,POS,1
TXN103039,,Online,electronics,,Credit,UK,27,POS,0
TXN103040,70.29,ONLINE,travel,4.0,debit,India,29,,1
TXN103041,7365.96,Online,food,90.0,debit,canada,-1,mobile,1
TXN103042,abc,POS,travel,85.0,Credit,UAE,-5,,0
TXN103043,6456.59,ATM,Travel,18.0,credit,UK,-2,,1
TXN103044,,online,travel,56.0,credit,USA,-5,POS,0
TXN103045,abc,ONLINE,Travel,78.0,credit,usa,-1,,0
TXN103046,,ATM,travel,85.0,Credit,UK,28,,0
TXN103047,1031.35,POS,Electronics,,CREDIT,canada,24,,0
TXN103048,,online,grocry,8.0,CREDIT,USA,20,mobile,1
TXN103049,,POS,travel,94.0,debit,Canada,29,POS,0
TXN103050,8198.81,ONLINE,entertainment,95.0,credit,usa,25,POS,1
TXN103051,13772.17,ATM,entertainment,,CREDIT,UK,1,POS,1
TXN103052,6636.51,Online,groceries,91.0,Credit,USA,21,,1
TXN103053,abc,ONLINE,travel,87.0,CREDIT,UAE,27,POS,0
TXN103054,,POS,electronics,,Credit,India,24,mobile,0
TXN103055,618.06,online,groceries,92.0,CREDIT,UK,25,,0
TXN103056,abc,Online,grocry,,CREDIT,Canada,19,web,0
TXN103057,429.86,ONLINE,Travel,48.0,CREDIT,india,-3,,0
TXN103058,6169.76,Online,travel,31.0,debit,USA,27,web,1
TXN103059,abc,pos,travel,92.0,CREDIT,USA,25,mobile,0
TXN103060,238.29,online,electronics,5.0,credit,usa,-3,,1
TXN103061,,ATM,entertainment,85.0,credit,UAE,26,mobile,0
TXN103062,,ATM,Electronics,8.0,CREDIT,India,-2,web,1
TXN103063,9.96,ONLINE,entertainment,8.0,debit,UAE,25,web,1
TXN103064,11217.16,POS,grocry,89.0,CREDIT,india,28,web,1
TXN103065,,ATM,electronics,3.0,Debit,USA,-2,mobile,1
TXN103066,abc,Online,entertainment,,credit,Canada,20,web,0
TXN103067,,pos,Electronics,95.0,debit,Canada,-5,mobile,0
TXN103068,1289.76,Online,grocry,69.0,Credit,UAE,26,,0
TXN103069,,online,groceries,2.0,CREDIT,India,30,,1
TXN103070,293.96,ONLINE,Electronics,8.0,Credit,UAE,30,web,1
TXN103071,,ONLINE,food,,Debit,UAE,10,POS,0
TXN103072,7601.47,pos,entertainment,92.0,debit,India,26,POS,1
TXN103073,380.39,pos,food,,Credit,india,-4,mobile,0
TXN103074,14478.55,POS,entertainment,,Credit,canada,24,,1
TXN103075,11739.06,ONLINE,grocry,2.0,credit,canada,-4,POS,1
TXN103076,abc,POS,food,,debit,UAE,21,mobile,0
TXN103077,abc,Online,travel,2.0,debit,Canada,27,POS,1
TXN103078,,ONLINE,entertainment,,debit,india,2,,1
TXN103079,11143.08,Online,Electronics,,Credit,usa,9,,1
TXN103080,abc,Online,entertainment,1.0,CREDIT,UK,-1,,1
TXN103081,,Online,Electronics,,credit,Canada,1,,1
TXN103082,600.13,Online,food,85.0,Debit,USA,-5,,0
TXN103083,,pos,food,86.0,debit,UAE,-1,mobile,0
TXN103084,,online,electronics,10.0,credit,UAE,26,,1
TXN103085,10631.85,ONLINE,Electronics,,Debit,canada,-2,POS,1
TXN103086,6873.96,online,groceries,86.0,CREDIT,UAE,10,mobile,1
TXN103087,6943.99,POS,entertainment,72.0,credit,Canada,30,,1
TXN103088,7770.23,pos,electronics,91.0,Debit,usa,20,,1
TXN103089,abc,ATM,electronics,60.0,CREDIT,canada,27,mobile,0
TXN103090,1195.48,ONLINE,grocry,,Debit,USA,27,mobile,0
TXN103091,abc,pos,travel,21.0,CREDIT,usa,-4,web,0
TXN103092,744.3,ATM,grocry,57.0,credit,canada,-5,,0
TXN103093,abc,ONLINE,grocry,45.0,credit,UAE,30,POS,0
TXN103094,,online,groceries,9.0,CREDIT,USA,-1,,1
TXN103095,abc,ATM,entertainment,29.0,Credit,USA,6,,0
TXN103096,abc,pos,food,95.0,Debit,india,-2,mobile,0
TXN103097,abc,pos,Electronics,29.0,credit,USA,4,POS,1
TXN103098,13350.61,POS,entertainment,85.0,Debit,india,27,web,1
TXN103099,abc,ATM,Travel,89.0,Debit,UK,28,mobile,0
TXN103100,abc,POS,food,86.0,credit,India,-1,POS,0
TXN103101,7484.18,POS,Travel,,Credit,usa,-3,web,1
TXN103102,12173.68,ONLINE,Electronics,3.0,Debit,Canada,30,,1
TXN103103,492.21,POS,Electronics,74.0,credit,canada,30,POS,0
TXN103104,1158.09,ONLINE,electronics,,Debit,UK,-2,POS,0
TXN103105,12484.98,ATM,entertainment,87.0,Debit,UAE,23,,1
TXN103106,8520.6,ATM,electronics,44.0,debit,UAE,11,POS,1
TXN103107,,ATM,groceries,67.0,CREDIT,UAE,-3,,0
TXN103108,11756.45,ATM,entertainment,,credit,USA,25,web,1
TXN103109,811.74,Online,electronics,,CREDIT,UAE,22,,0
TXN103110,abc,ONLINE,grocry,6.0,Credit,UK,0,POS,1
TXN103111,abc,Online,food,25.0,debit,usa,24,,0
TXN103112,12974.46,pos,travel,,Debit,India,16,mobile,1
TXN103113,,online,travel,92.0,debit,usa,27,web,0
TXN103114,abc,ATM,food,76.0,Debit,canada,19,web,0
TXN103115,482.06,ATM,food,66.0,credit,USA,26,web,0
TXN103116,,online,Electronics,67.0,Debit,Canada,-1,POS,0
TXN103117,13326.56,online,Electronics,,debit,India,17,,1
TXN103118,118.5,ONLINE,Electronics,50.0,Debit,UAE,-2,,0
TXN103119,1075.38,pos,grocry,,CREDIT,UAE,24,web,0
