transaction_id,amount,customer_age,hour,transaction_type,merchant_category,card_type,country,device,is_fraud
TXN102777,21.75,69.0,8,transfer,telecom,debit,Kenya,mobile,0
TXN102778,70.77,20.0,9,cash_withdrawal,travel,debit,Somalia,mobile ,0
TXN102779,28.16,35.0,3,cash_withdrawal,grocery,debit,Somalia,,0
TXN102780,6.15,58.0,2,transfer,electronics,credit,Somalia,web,0
TXN102781,222.68,31.0,8,cash_withdrawal,travel,debit,Ethiopia,mobile,0
TXN102782,476.82,48.0,23,cash_withdrawal,electronics,debit,Somalia,web,0
TXN102783,189.09,44.0,21,transfer,telecom,credit,Somalia,mobile,0
TXN102784,230.72,34.0,16,purchase,electronics,credit,Kenya,mobile,0
TXN102785,33.25,72.0,13,cash_withdrawal,,credit,Kenya,web,0
TXN102786,388.16,63.0,9,cash_withdrawal,grocery,credit,Somalia,Mobile,0
TXN102787,139.57993074656423,46.0,2,purchase,travel,credit,Somalia,Mobile,1
TXN102788,362.97,53.0,11,purchase,telecom,credit,Somalia,mobile,0
TXN102789,631.54,54.0,0,purchase,grocery,debit,Somalia,mobile,0
TXN102790,149.26,43.0,21,transfer,electronics,debit,Ethiopia,mobile,0
TXN102791,476.51,70.0,18,purchase,grocery,debit,Somalia,mobile,0
TXN102792,101.15,34.0,18,transfer,electronics,credit,Ethiopia,mobile,0
TXN102793,36.06,39.0,5,purchase,telecom,credit,Somalia,WEB,0
TXN102794,68.94,42.0,12,purchase,electronics,debit,Somalia,mobile,0
TXN102795,108.04,19.0,18,transfer,grocery,debit,Somalia,mobile,0
TXN102796,9.11,72.0,12,transfer,grocery,credit,Kenya,web,0
TXN102797,116.85,39.0,21,purchase,electronics,credit,Somalia,web,0
TXN102798,476.73,22.0,20,purchase,travel,debit,Kenya,web,0
TXN102799,25.3,,3,purchase,grocery,debit,Kenya,mobile,0
TXN102800,188.77,53.0,23,cash_withdrawal,travel,debit,Somalia,web,0
TXN102801,286.18,23.0,1,purchase,travel,debit,Somalia,web,0
TXN102802,345.25,69.0,14,transfer,travel,debit,Somalia,web,0
TXN102803,386.67,,11,cash_withdrawal,travel,credit,Kenya,web,0
TXN102804,88.44,30.0,6,transfer,grocery,debit,Somalia,mobile,0
TXN102805,454.29,71.0,19,cash_withdrawal,grocery,debit,Kenya,mobile,0
TXN102806,169.92,5.0,17,cash_withdrawal,travel,credit,Somalia,web,0
TXN102807,21.16,72.0,22,transfer,grocery,debit,Kenya,web,0
TXN102808,77.76,,12,cash_withdrawal,travel,credit,Kenya,,0
TXN102809,152.04,43.0,16,transfer,travel,credit,Somalia,web,0
TXN102810,34.1,72.0,3,purchase,travel,debit,Ethiopia,web,0
TXN102811,122.8,56.0,13,cash_withdrawal,electronics,debit,Kenya,web,0
TXN102812,131.81,,19,transfer,telecom,credit,Somalia,Web,0
TXN102813,21.31,,12,cash_withdrawal,grocery,credit,Kenya,mobile,0
TXN102814,99.91,31.0,2,transfer,grocery,credit,Kenya,mobile,0
TXN102815,177.21,73.0,17,purchase,travel,debit,Somalia,web,0
TXN102816,82.91,53.0,13,purchase,electronics,debit,Somalia,web,0
TXN102817,1.46,34.0,14,cash_withdrawal,electronics,debit,Somalia,web,0
TXN102818,1.09,38.0,2,cash_withdrawal,grocery,debit,Djibouti,mobile,0
TXN102819,53.0,63.0,0,transfer,travel,debit,Kenya,mobile,0
TXN102820,312.76,33.0,23,transfer,grocery,credit,Somalia,web,0
TXN102821,31.16,63.0,16,cash_withdrawal,,debit,Somalia,web,0
TXN102822,120.73,33.0,2,transfer,travel,debit,Somalia,web,0
TXN102823,30.14,73.0,13,transfer,telecom,credit,Somalia,web,0
TXN102824,46.57,37.0,2,transfer,travel,debit,Somalia,web,0
TXN102825,226.1,46.0,12,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN102826,156.62,45.0,14,purchase,grocery,debit,Djibouti,mobile,0
TXN102827,12.03,25.0,17,purchase,grocery,credit,Djibouti,mobile,0
TXN102828,67.18,41.0,13,transfer,,credit,Somalia,mobile,0
TXN102829,3.55,20.0,20,cash_withdrawal,telecom,debit,Somalia,web,0
TXN102830,78.68,42.0,2,transfer,grocery,debit,Ethiopia,mobile,0
TXN102831,130.32,36.0,18,purchase,telecom,debit,Somalia,mobile ,0
TXN102832,15.14,50.0,7,transfer,grocery,credit,Kenya,,0
TXN102833,40.91,19.0,3,purchase,telecom,credit,Ethiopia,mobile,no
TXN102834,60.87,,3,cash_withdrawal,telecom,debit,Kenya,web,0
TXN102835,302.39,39.0,18,transfer,,debit,Somalia,mobile,0
TXN102836,599.87,27.0,10,cash_withdrawal,grocery,debit,Ethiopia,web,0
TXN102837,5.51,35.0,0,transfer,,debit,Ethiopia,Mobile,0
TXN102838,171.76,,7,transfer,travel,credit,Kenya,mobile ,0
TXN102839,55.77,63.0,14,transfer,electronics,credit,Somalia,mobile,0
TXN102840,59.8,66.0,0,transfer,telecom,debit,Kenya,WEB,0
TXN102841,168.42,,6,transfer,travel,credit,Somalia,web,0
TXN102842,300.75,30.0,20,cash_withdrawal,telecom,credit,Somalia,mobile,0
TXN102843,361.74,50.0,19,cash_withdrawal,grocery,debit,Somalia,web,0
TXN102844,103.28,22.0,19,purchase,grocery,debit,Djibouti,web,0
TXN102845,53.02,43.0,23,transfer,electronics,debit,Ethiopia,web,0
TXN102846,185.89,30.0,10,purchase,grocery,debit,Kenya,web,0
TXN102847,34.68,44.0,13,cash_withdrawal,electronics,credit,Somalia,web,0
TXN102848,99.63,74.0,21,purchase,,debit,Somalia,web,0
TXN102849,53.29,31.0,15,cash_withdrawal,travel,debit,Ethiopia,web,0
TXN102850,128.27,41.0,13,transfer,grocery,debit,Kenya,mobile,0
TXN102851,33.0,20.0,11,purchase,telecom,debit,Ethiopia,WEB,0
TXN102852,25.52,64.0,16,purchase,travel,credit,Somalia,mobile,0
TXN102853,300.47,68.0,13,purchase,telecom,debit,Kenya,mobile,0
TXN102854,12.88,,9,purchase,electronics,debit,Ethiopia,mobile,0
TXN102855,84.62,47.0,23,transfer,telecom,credit,Somalia,mobile,0
TXN102856,29.95,52.0,13,cash_withdrawal,electronics,debit,Somalia,web,0
TXN102857,4.76,65.0,17,cash_withdrawal,electronics,debit,Somalia,mobile,0
TXN102858,4.4,31.0,21,transfer,grocery,debit,Ethiopia,web,0
TXN102859,23.12,29.0,8,cash_withdrawal,electronics,credit,Kenya,mobile,0
TXN102860,241.88,45.0,16,purchase,,debit,Kenya,Mobile,0
TXN102861,39.83,61.0,5,transfer,telecom,debit,Somalia,mobile,0
TXN102862,360.59,46.0,7,cash_withdrawal,electronics,debit,Kenya,mobile,0
TXN102863,104.56,60.0,12,transfer,electronics,credit,Kenya,mobile,0
TXN102864,68.85,34.0,17,transfer,telecom,debit,Somalia,mobile,0
TXN102865,104.13,57.0,4,cash_withdrawal,travel,debit,Djibouti,mobile,0
TXN102866,87.25,66.0,5,cash_withdrawal,,debit,Somalia,web,0
TXN102867,170.64,38.0,20,transfer,telecom,credit,Somalia,web,0
TXN102868,39.84,74.0,18,transfer,electronics,credit,Somalia,,0
TXN102869,52.26,40.0,3,cash_withdrawal,telecom,debit,Somalia,web,0
TXN102870,269.42,5.0,6,transfer,,debit,Kenya,web,0
TXN102871,351.27,28.0,3,cash_withdrawal,telecom,credit,Somalia,web,0
TXN102872,267.7,74.0,10,transfer,telecom,debit,Ethiopia,web,0
TXN102873,65.25,74.0,11,transfer,telecom,credit,Somalia,mobile,0
TXN102874,181.89,,13,transfer,telecom,credit,Somalia,mobile,0
TXN102875,77.63,27.0,12,cash_withdrawal,,credit,Kenya,web,0
TXN102876,82.59,27.0,9,purchase,telecom,debit,Kenya,mobile,0
TXN102877,27.48,60.0,17,cash_withdrawal,travel,credit,Somalia,mobile,0
TXN102878,107.32,23.0,15,transfer,telecom,credit,Djibouti,mobile,0
TXN102879,24.72,53.0,4,purchase,telecom,debit,Kenya,mobile,0
TXN102880,48.34,41.0,7,purchase,electronics,debit,Somalia,mobile ,0
TXN102881,231.75,29.0,13,transfer,electronics,debit,Somalia,web,0
TXN102882,27.84,60.0,4,cash_withdrawal,telecom,credit,Somalia,web,0
TXN102883,8.86,72.0,23,purchase,electronics,credit,Ethiopia,mobile,0
TXN102884,8.58,40.0,7,purchase,electronics,debit,Somalia,web,0
TXN102885,339.19,44.0,5,cash_withdrawal,telecom,credit,Somalia,web,0
TXN102886,84.85,74.0,15,cash_withdrawal,electronics,debit,Somalia,web,0
TXN102887,63.2,62.0,3,purchase,grocery,debit,Somalia,web,0
TXN102888,199.84,54.0,11,cash_withdrawal,grocery,debit,Kenya,mobile,no
TXN102889,216.82,23.0,10,purchase,grocery,debit,Kenya,web,0
TXN102890,48.45,18.0,2,transfer,electronics,debit,Somalia,web,0
TXN102891,141.95,23.0,11,cash_withdrawal,grocery,credit,Somalia,mobile,0
TXN102892,176.95,67.0,4,purchase,travel,credit,Somalia,web,0
TXN102893,127.58,39.0,5,cash_withdrawal,grocery,debit,Kenya,mobile,0
TXN102894,19.73,58.0,18,cash_withdrawal,,credit,Ethiopia,mobile,0
TXN102895,250.38,41.0,17,purchase,electronics,credit,Somalia,web,0
TXN102896,92.95,42.0,15,transfer,grocery,debit,Somalia,web,0
TXN102897,39.83,32.0,22,purchase,travel,credit,Somalia,web,0
TXN102898,66.45,43.0,10,cash_withdrawal,electronics,credit,Ethiopia,web,0
TXN102899,4.6,25.0,4,purchase,grocery,debit,Somalia,web,0
TXN102900,16.42,,8,cash_withdrawal,telecom,credit,Somalia,mobile,0
TXN102901,174.06,,2,purchase,grocery,credit,Somalia,,0
TXN102902,0.0,65.0,7,transfer,grocery,credit,Somalia,WEB,0
TXN102903,218.41799893276726,55.0,3,transfer,grocery,credit,Kenya,web,1
TXN102904,88.71,23.0,3,transfer,telecom,credit,Somalia,web,0
TXN102905,6.74,71.0,11,transfer,travel,debit,Somalia,web,0
TXN102906,433.78,,11,purchase,,debit,Kenya,,0
TXN102907,30.76,59.0,20,transfer,,debit,Somalia,,0
TXN102908,7041.79891363218,18.0,15,purchase,grocery,debit,Kenya,web,0
TXN102909,43.48,63.0,9,cash_withdrawal,grocery,debit,Somalia,mobile,0
TXN102910,31.43,53.0,21,cash_withdrawal,grocery,credit,Kenya,mobile,0
TXN102911,1.2013687463925646,29.0,23,cash_withdrawal,travel,credit,Somalia,web,1
TXN102912,156.83,55.0,12,transfer,travel,debit,Ethiopia,mobile,0
TXN102913,408.79,28.0,8,transfer,telecom,debit,Somalia,mobile,0
TXN102914,30.48,29.0,6,transfer,electronics,debit,Somalia,web,yes
TXN102915,13689.591197249947,59.0,11,cash_withdrawal,,credit,Ethiopia,web,0
TXN102916,162.53,67.0,4,cash_withdrawal,,credit,Ethiopia,web,0
TXN102917,226.4,56.0,17,cash_withdrawal,grocery,credit,Somalia,web,0
TXN102918,65.91,24.0,3,cash_withdrawal,grocery,credit,Ethiopia,mobile,0
TXN102919,43.3,28.0,1,purchase,grocery,credit,Somalia,web,0
TXN102920,47.22,53.0,2,purchase,grocery,credit,Kenya,web,0
TXN102921,149.63,69.0,11,transfer,electronics,debit,Somalia,mobile,0
TXN102922,203.65,48.0,2,transfer,telecom,credit,Somalia,,0
TXN102923,24.05,50.0,3,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN102924,55.62,30.0,5,purchase,travel,debit,Kenya,web,0
TXN102925,278.66,35.0,11,purchase,,credit,Somalia,web,0
TXN102926,197.22,58.0,18,transfer,electronics,credit,Somalia,mobile,0
TXN102927,502.84,73.0,9,purchase,electronics,credit,Djibouti,mobile,0
TXN102928,168.41,41.0,0,transfer,electronics,credit,Somalia,web,0
TXN102929,59.95,26.0,16,cash_withdrawal,grocery,credit,Somalia,mobile,0
TXN102930,107.18,48.0,15,cash_withdrawal,travel,credit,Kenya,mobile,0
TXN102931,129.82,72.0,26,transfer,,credit,Somalia,mobile,0
TXN102932,9.8,58.0,20,cash_withdrawal,telecom,credit,Somalia,web,0
TXN102933,94.36,27.0,8,cash_withdrawal,telecom,debit,Somalia,web,0
TXN102934,148.26,19.0,22,purchase,telecom,debit,Somalia,Web,0
TXN102935,21.97,55.0,8,purchase,electronics,credit,Ethiopia,web,0
TXN102936,182.04,32.0,11,purchase,electronics,debit,Somalia,mobile,0
TXN102937,105.18,20.0,22,purchase,telecom,credit,Somalia,mobile,0
TXN102938,364.94,60.0,8,purchase,electronics,debit,Somalia,mobile,0
TXN102939,5.2,48.0,14,transfer,telecom,debit,Somalia,mobile,0
TXN102940,37.0,23.0,1,transfer,grocery,credit,Somalia,,0
TXN102941,110.42,20.0,10,purchase,electronics,credit,Kenya,mobile,0
TXN102942,42.21,73.0,10,cash_withdrawal,grocery,credit,Kenya,mobile,0
TXN102943,150.39,28.0,7,cash_withdrawal,grocery,debit,Ethiopia,mobile,0
TXN102944,170.76,32.0,22,transfer,electronics,debit,Somalia,mobile,0
TXN102945,12.98,62.0,5,transfer,telecom,credit,Somalia,web,0
TXN102946,86.55,69.0,20,transfer,,debit,Djibouti,mobile,0
TXN102947,85.33,45.0,19,cash_withdrawal,grocery,credit,Somalia,web,0
TXN102948,55.31,27.0,6,transfer,electronics,debit,Djibouti,web,0
TXN102949,324.23,55.0,2,cash_withdrawal,grocery,credit,Ethiopia,,0
TXN102950,210.89,64.0,7,transfer,,debit,Ethiopia,web,0
TXN102951,143.37,74.0,17,cash_withdrawal,electronics,credit,Somalia,mobile,0
TXN102952,150.35,67.0,16,transfer,travel,credit,Somalia,mobile,0
TXN102953,74.32,67.0,10,transfer,electronics,credit,Kenya,web,no
TXN102954,304.59,24.0,1,cash_withdrawal,grocery,debit,Kenya,,0
TXN102955,142.33,32.0,20,transfer,electronics,credit,Somalia,web,0
TXN102956,156.67,35.0,23,purchase,electronics,debit,Kenya,web,0
TXN102957,237.39,35.0,18,cash_withdrawal,grocery,credit,Somalia,Web,0
TXN102958,38.44,69.0,6,transfer,travel,credit,Somalia,web,0
TXN102959,197.45,58.0,17,cash_withdrawal,telecom,credit,Ethiopia,web,0
TXN102960,26.07,41.0,7,transfer,electronics,debit,Somalia,mobile,0
TXN102961,50.84,19.0,13,purchase,travel,debit,Somalia,web,0
TXN102962,49.07,57.0,6,transfer,telecom,debit,Somalia,mobile,0
TXN102963,460.91,37.0,26,transfer,grocery,credit,Somalia,mobile,0
TXN102964,233.0,51.0,3,purchase,travel,debit,Somalia,mobile,0
TXN102965,144.95,60.0,16,cash_withdrawal,,credit,Somalia,web,0
TXN102966,155.82,43.0,4,transfer,electronics,credit,Somalia,mobile,0
TXN102967,99.08,24.0,11,transfer,grocery,credit,Ethiopia,mobile,0
TXN102968,352.7,55.0,8,purchase,,credit,Ethiopia,web,0
TXN102969,82.28,47.0,19,cash_withdrawal,,credit,Somalia,Web,0
TXN102970,57.46,59.0,12,cash_withdrawal,telecom,debit,Somalia,web,0
TXN102971,21.36,22.0,17,purchase,electronics,debit,Somalia,web,0
TXN102972,185.13,28.0,19,purchase,,credit,Kenya,mobile,0
TXN102973,159.11,,8,transfer,grocery,credit,Kenya,web,0
TXN102974,58.21,51.0,3,purchase,travel,debit,Djibouti,mobile,0
TXN102975,3.06,73.0,20,purchase,electronics,credit,Somalia,mobile,0
TXN102976,14089.325566760173,18.0,7,purchase,electronics,credit,Kenya,web,0
TXN102977,1.38,36.0,0,cash_withdrawal,telecom,credit,Somalia,web,0
TXN102978,145.97,19.0,16,purchase,grocery,credit,Ethiopia,mobile,0
TXN102979,421.82,38.0,8,transfer,travel,debit,Kenya,web,0
TXN102980,69.08,37.0,19,transfer,grocery,credit,Somalia,mobile,yes
TXN102981,32.14,40.0,12,transfer,grocery,debit,Kenya,web,0
TXN102982,146.44,,1,purchase,grocery,debit,Ethiopia,Mobile,0
TXN102983,203.88,41.0,12,cash_withdrawal,electronics,debit,Somalia,mobile,0
TXN102984,94.87,21.0,8,purchase,grocery,debit,Somalia,web,0
TXN102985,409.48,,19,purchase,telecom,credit,Somalia,web,0
TXN102986,6.37,39.0,5,transfer,travel,credit,Somalia,web,0
TXN102987,84.33,37.0,0,purchase,travel,credit,Somalia,web,0
TXN102988,152.1,35.0,4,cash_withdrawal,grocery,debit,Djibouti,mobile,0
TXN102989,238.22,18.0,2,transfer,travel,debit,Kenya,mobile,0
TXN102990,23.71,47.0,3,cash_withdrawal,grocery,debit,Kenya,web,0
TXN102991,193.13,50.0,0,cash_withdrawal,electronics,credit,Kenya,web,0
TXN102992,96.54,41.0,13,cash_withdrawal,travel,credit,Ethiopia,web,0
TXN102993,60.61,31.0,8,purchase,electronics,credit,Ethiopia,web,0
TXN102994,16.95,53.0,23,purchase,electronics,debit,Kenya,web,0
TXN102995,240.56,22.0,3,purchase,telecom,debit,Somalia,web,0
TXN102996,20.53,28.0,17,purchase,telecom,credit,Somalia,web,0
TXN102997,44.49,41.0,13,transfer,travel,debit,Somalia,mobile,0
TXN102998,41.11,,3,purchase,grocery,debit,Somalia,Web,0
TXN102999,246.14,72.0,9,transfer,grocery,credit,Somalia,mobile,0
TXN103000,134.03,30.0,2,cash_withdrawal,grocery,debit,Kenya,mobile,0
TXN103001,191.16,33.0,22,transfer,grocery,debit,Kenya,web,0
TXN103002,34.6,41.0,6,purchase,telecom,credit,Somalia,mobile ,0
TXN103003,117.66,30.0,9,transfer,grocery,debit,Djibouti,web,0
TXN103004,101.76,41.0,12,purchase,grocery,debit,Somalia,mobile,0
TXN103005,214.65,71.0,3,purchase,electronics,debit,Kenya,mobile,0
TXN103006,283.85,43.0,17,transfer,grocery,debit,Kenya,mobile,0
TXN103007,1.47,19.0,10,transfer,grocery,credit,Kenya,mobile,0
TXN103008,134.51,33.0,3,cash_withdrawal,telecom,credit,Somalia,mobile,0
TXN103009,6.39,55.0,23,cash_withdrawal,travel,debit,Kenya,web,0
TXN103010,95.52,63.0,13,cash_withdrawal,electronics,credit,Somalia,web,0
TXN103011,40.7,,17,cash_withdrawal,,credit,Kenya,mobile,0
TXN103012,6937.714290675011,66.0,7,cash_withdrawal,travel,credit,Somalia,mobile,0
TXN103013,52.24,28.0,9,transfer,electronics,debit,Kenya,web,0
TXN103014,116.52,68.0,4,cash_withdrawal,grocery,debit,Somalia,mobile,0
TXN103015,48.78,52.0,22,transfer,grocery,credit,Kenya,web,0
TXN103016,158.33,60.0,6,cash_withdrawal,travel,credit,Somalia,mobile,yes
TXN103017,62.21,5.0,11,purchase,telecom,credit,Ethiopia,web,0
TXN103018,8.5,54.0,2,cash_withdrawal,telecom,credit,Ethiopia,mobile,0
TXN103019,183.76,34.0,3,purchase,electronics,debit,Somalia,web,no
TXN103020,40.38,71.0,9,transfer,,credit,Somalia,mobile,0
TXN103021,68.04,,3,cash_withdrawal,telecom,debit,Kenya,web,0
TXN103022,138.79,59.0,14,transfer,,debit,Somalia,mobile,0
TXN103023,48.5,45.0,9,cash_withdrawal,telecom,debit,Somalia,web,0
TXN103024,6.99,46.0,20,transfer,telecom,debit,Somalia,mobile,0
TXN103025,56.19,,21,cash_withdrawal,telecom,debit,Kenya,mobile,0
TXN103026,346.85,,26,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN103027,123.18,69.0,14,purchase,electronics,debit,Somalia,mobile,0
TXN103028,133.58,27.0,18,transfer,grocery,credit,Kenya,mobile,0
TXN103029,120.05,59.0,19,transfer,telecom,debit,Somalia,mobile,0
TXN103030,26.63,31.0,18,transfer,grocery,credit,Somalia,web,no
TXN103031,65.02,29.0,17,transfer,travel,credit,Ethiopia,web,0
TXN103032,166.81,64.0,11,transfer,,credit,Kenya,mobile,0
TXN103033,12.83,59.0,15,purchase,travel,credit,Somalia,web,0
TXN103034,39.06,47.0,0,cash_withdrawal,electronics,credit,Somalia,mobile,0
TXN103035,38.81,49.0,15,purchase,grocery,debit,Kenya,mobile,0
TXN103036,67.88,49.0,1,transfer,travel,debit,Somalia,web,0
TXN103037,471.68,,23,transfer,grocery,credit,Djibouti,mobile,0
TXN103038,8.39,,14,cash_withdrawal,electronics,credit,Kenya,mobile,0
TXN103039,87.75,43.0,6,purchase,grocery,credit,Djibouti,web,0
TXN103040,23.72,68.0,0,cash_withdrawal,travel,debit,Ethiopia,mobile,0
TXN103041,423.52,18.0,4,cash_withdrawal,telecom,credit,Somalia,mobile,0
TXN103042,14.43,73.0,9,purchase,telecom,debit,Kenya,web,0
TXN103043,62.02,59.0,21,cash_withdrawal,telecom,debit,Ethiopia,web,0
TXN103044,160.68,19.0,20,purchase,electronics,credit,Kenya,mobile,0
TXN103045,146.31,34.0,3,purchase,telecom,debit,Somalia,mobile,0
TXN103046,65.93,47.0,13,transfer,electronics,debit,Somalia,web,0
TXN103047,51.05,73.0,12,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN103048,60.82,97.0,0,transfer,electronics,credit,Kenya,mobile,0
TXN103049,36.83,24.0,15,cash_withdrawal,electronics,credit,Kenya,mobile,0
TXN103050,27.58,,22,cash_withdrawal,grocery,credit,Djibouti,mobile,0
TXN103051,79.17,44.0,8,transfer,telecom,credit,Kenya,web,0
TXN103052,115.45750217740716,26.0,3,transfer,grocery,credit,Ethiopia,mobile,1
TXN103053,40.67,39.0,15,transfer,travel,credit,Somalia,mobile,0
TXN103054,128.32,51.0,18,purchase,telecom,credit,Somalia,web,0
TXN103055,415.07,63.0,14,cash_withdrawal,telecom,credit,Ethiopia,mobile,0
TXN103056,111.05,66.0,13,purchase,telecom,debit,Kenya,,0
TXN103057,9.61,18.0,19,cash_withdrawal,telecom,credit,Kenya,web,0
TXN103058,9.43,26.0,9,cash_withdrawal,grocery,debit,Somalia,WEB,0
TXN103059,362.95,37.0,20,purchase,grocery,debit,Kenya,web,0
TXN103060,42.34,70.0,11,purchase,,credit,Ethiopia,web,0
TXN103061,11.59,36.0,0,cash_withdrawal,grocery,debit,Somalia,web,0
TXN103062,109.67,53.0,20,transfer,,debit,Kenya,web,0
TXN103063,117.27,,16,transfer,travel,credit,Somalia,web,0
TXN103064,125.47,62.0,8,transfer,grocery,debit,Somalia,WEB,0
TXN103065,5161.019783286869,21.0,22,transfer,electronics,credit,Kenya,web,0
TXN103066,1.83,26.0,18,cash_withdrawal,telecom,debit,Somalia,mobile,yes
TXN103067,402.34,58.0,17,transfer,travel,debit,Somalia,web,0
TXN103068,34.66,39.0,6,transfer,electronics,credit,Kenya,,0
TXN103069,135.25,35.0,8,transfer,travel,debit,Kenya,mobile,0
TXN103070,147.16,29.0,21,cash_withdrawal,telecom,debit,Somalia,WEB,0
TXN103071,113.0,59.0,20,purchase,telecom,credit,Ethiopia,web,0
TXN103072,45.03,60.0,11,transfer,,credit,Somalia,web,0
TXN103073,37.95,56.0,6,cash_withdrawal,electronics,debit,Djibouti,web,0
TXN103074,109.26,26.0,13,cash_withdrawal,telecom,debit,Kenya,web,0
TXN103075,241.28,23.0,14,transfer,electronics,credit,Somalia,mobile,0
TXN103076,351.89,36.0,14,purchase,telecom,debit,Somalia,Mobile,0
TXN103077,13.43,65.0,5,purchase,grocery,credit,Somalia,mobile ,0
TXN103078,20.19,,20,purchase,electronics,credit,Somalia,mobile,0
TXN103079,347.48,,13,cash_withdrawal,travel,credit,Kenya,Mobile,0
TXN103080,160.06,33.0,1,transfer,,debit,Somalia,,0
TXN103081,257.46,22.0,7,transfer,grocery,debit,Somalia,Web,0
TXN103082,27.17,33.0,12,cash_withdrawal,electronics,debit,Kenya,web,0
TXN103083,106.29,18.0,22,transfer,telecom,credit,Somalia,WEB,0
TXN103084,144.93,68.0,5,transfer,grocery,debit,Kenya,mobile,0
TXN103085,136.77,54.0,4,purchase,electronics,credit,Somalia,web,0
TXN103086,62.94,56.0,4,transfer,telecom,debit,Kenya,mobile,0
TXN103087,1.86,36.0,0,transfer,telecom,credit,Kenya,web,0
TXN103088,104.94,71.0,8,cash_withdrawal,telecom,credit,Kenya,web,0
TXN103089,35.02,54.0,5,cash_withdrawal,electronics,debit,Somalia,mobile,0
TXN103090,71.8,34.0,19,purchase,grocery,credit,Somalia,mobile,0
TXN103091,379.22,43.0,6,cash_withdrawal,telecom,debit,Somalia,web,0
TXN103092,61.11,39.0,8,purchase,grocery,debit,Somalia,mobile,0
TXN103093,219.76,25.0,4,purchase,grocery,debit,Somalia,web,0
TXN103094,25.07,50.0,13,transfer,travel,debit,Kenya,web,0
TXN103095,8240.935434929092,19.0,4,purchase,grocery,debit,Kenya,mobile,0
TXN103096,452.71,47.0,7,transfer,,credit,Ethiopia,web,0
TXN103097,12.9,64.0,6,purchase,grocery,debit,Somalia,web,0
TXN103098,1.0,37.0,12,cash_withdrawal,grocery,credit,Somalia,mobile,0
TXN103099,68.21,35.0,12,cash_withdrawal,grocery,debit,Djibouti,mobile,0
TXN103100,11.66,,7,cash_withdrawal,electronics,credit,Somalia,web,0
TXN103101,165.58,74.0,10,purchase,travel,credit,Kenya,mobile,0
TXN103102,295.18,27.0,17,purchase,telecom,debit,Djibouti,web,0
TXN103103,68.3,41.0,18,transfer,travel,credit,Djibouti,mobile,0
TXN103104,35.92,73.0,5,transfer,travel,debit,Somalia,web,0
TXN103105,68.38,21.0,21,transfer,telecom,debit,Kenya,Mobile,0
TXN103106,154.24,,1,transfer,grocery,debit,Somalia,mobile,0
TXN103107,1.09,21.0,12,purchase,telecom,credit,Kenya,mobile,0
TXN103108,106.83,30.0,22,purchase,grocery,credit,Ethiopia,mobile,yes
TXN103109,114.01,42.0,10,transfer,telecom,credit,Somalia,mobile,0
TXN103110,121.83,30.0,0,purchase,electronics,credit,Ethiopia,web,0
TXN103111,33.25,,23,purchase,travel,debit,Kenya,web,0
TXN103112,150.23,41.0,1,purchase,grocery,debit,Somalia,mobile,0
TXN103113,11.5,19.0,16,purchase,travel,credit,Kenya,web,0
TXN103114,26.67,65.0,7,transfer,grocery,credit,Somalia,mobile,0
TXN103115,251.93,50.0,1,transfer,telecom,debit,Somalia,,0
TXN103116,161.06,36.0,5,purchase,telecom,credit,Djibouti,mobile,0
TXN103117,1.66,26.0,21,cash_withdrawal,,debit,Somalia,web,0
TXN103118,34.26,45.0,4,transfer,electronics,credit,Somalia,Mobile,0
TXN103119,28.96,52.0,15,transfer,telecom,credit,Ethiopia,mobile,0
TXN103120,37.9,,7,cash_withdrawal,telecom,credit,Djibouti,Mobile,0
TXN103121,34.13,,18,transfer,electronics,debit,Ethiopia,web,0
TXN103122,7.75,27.0,15,cash_withdrawal,travel,debit,Somalia,web,0
TXN103123,73.71,18.0,12,cash_withdrawal,travel,credit,Somalia,web,0
TXN103124,158.34,59.0,19,purchase,grocery,credit,Somalia,mobile,0
TXN103125,5388.125049904416,38.0,6,transfer,travel,credit,Somalia,mobile,0
TXN103126,134.09,,15,cash_withdrawal,grocery,credit,Ethiopia,web,0
TXN103127,10.16,64.0,22,purchase,grocery,credit,Kenya,mobile,0
TXN103128,363.12,32.0,15,transfer,travel,credit,Somalia,web,0
TXN103129,218.78,52.0,11,purchase,travel,credit,Somalia,,0
TXN103130,196.23,74.0,13,purchase,electronics,credit,Ethiopia,Web,0
TXN103131,207.78,22.0,23,cash_withdrawal,grocery,debit,Ethiopia,mobile,0
TXN103132,1608.419262271196,58.0,2,transfer,travel,debit,Somalia,mobile ,1
TXN103133,94.3,39.0,17,purchase,travel,debit,Kenya,WEB,no
TXN103134,26.82,58.0,15,cash_withdrawal,electronics,debit,Somalia,web,0
TXN103135,115.1,40.0,19,cash_withdrawal,,credit,Kenya,,0
TXN103136,162.99,24.0,15,purchase,telecom,debit,Kenya,web,0
TXN103137,160.69,73.0,12,purchase,telecom,debit,Kenya,web,0
TXN103138,88.44,40.0,8,cash_withdrawal,grocery,credit,Somalia,mobile,0
TXN103139,8.51,61.0,8,purchase,electronics,debit,Somalia,mobile,0
